player_id,game_id,state_day,state_price,state_other_selled,action,result
9,0,0,8.02813759533326,False,False,0
9,0,1,9.050053776318215,False,False,0
9,0,2,0.754611802503562,False,False,0
9,0,3,5.6186075761262,False,False,0
9,0,4,2.1301414980589994,False,True,0
9,1,0,19.296893977794888,False,True,0
9,2,0,10.616161604537272,False,True,0
9,3,0,3.8004563748888742,False,True,0
9,4,0,3.6873079140097653,False,True,0
10,0,0,14.3163488998644,False,True,0
10,1,0,11.321195375886411,False,True,0
10,2,0,1.872972228699079,False,True,0
10,3,0,15.095634945192863,False,True,0
10,4,0,12.951337900685349,False,True,0
11,0,0,19.23437108718637,False,True,0
11,1,0,3.1183540264536758,False,True,0
11,2,0,5.389078995973886,False,True,0
11,3,0,1.9011402462409421,False,True,0
11,4,0,7.46574264021032,False,True,0
12,0,0,2.8578047136449714,False,True,0
12,1,0,13.532555998754447,False,True,0
12,2,0,5.18186004688264,False,True,0
12,3,0,15.409812689182715,False,True,0
12,4,0,18.614156482004674,False,True,0
13,0,0,5.906090031349898,False,True,0
13,1,0,17.82185653348751,False,True,0
13,2,0,19.251355844349586,False,True,0
13,3,0,1.7477079227574466,False,True,0
13,4,0,2.768861568407539,False,True,0
14,0,0,19.573251808431714,False,False,0
14,0,1,7.444726882294965,False,True,0
14,1,0,14.969932831748132,False,True,0
14,2,0,1.1679261459329426,False,True,0
14,3,0,15.311000214397236,False,True,0
14,4,0,17.233887731182755,False,True,0
15,0,0,10.125751885107967,False,False,0
15,0,1,2.9995827971568545,False,True,0
15,1,0,12.224390193054155,False,True,0
15,2,0,14.98878636741968,False,True,0
15,3,0,2.3483372363850474,False,True,0
15,4,0,10.645971382308348,False,True,0
16,0,0,5.771788629216159,False,True,0
16,1,0,13.52444483664788,False,True,0
16,2,0,11.323315103875027,False,True,0
16,3,0,4.561092460445444,False,True,0
16,4,0,7.535040472880703,False,True,0
17,0,0,16.61405899052736,False,False,0
17,0,1,12.481385511629561,False,True,0
17,1,0,1.70558228977586,False,True,0
17,2,0,0.6487253168308937,False,True,0
17,3,0,6.707222599448106,False,True,0
17,4,0,3.0775680804511696,False,True,0
18,0,0,8.938157635082886,False,False,0
18,0,1,18.785477653828686,False,False,0
18,0,2,8.462460122298229,False,False,0
18,0,3,6.378540536037183,False,True,0
18,1,0,8.725050767622564,False,True,0
18,2,0,1.3881797537891183,False,True,0
18,3,0,0.5759807688323049,False,True,0
18,4,0,12.416438768679106,False,True,0
19,0,0,10.50147548809203,False,True,0
19,1,0,5.0267860804667475,False,True,0
19,2,0,0.11535220444549577,False,True,0
19,3,0,2.3224618207092274,False,True,0
19,4,0,9.381642329658138,False,True,0
20,0,0,4.179102588723245,False,True,0
20,1,0,6.679731354714633,False,True,0
20,2,0,3.97851116889798,False,True,0
20,3,0,7.27605492109046,False,True,0
20,4,0,10.194027364169944,False,True,0
21,0,0,7.888260026785203,False,True,0
21,1,0,12.543224801955724,False,True,0
21,2,0,7.8213847398243574,False,True,0
21,3,0,9.660846214575152,False,True,0
21,4,0,5.099724143761817,False,True,0
22,0,0,19.285754928982392,False,True,0
22,1,0,8.249859118351818,False,True,0
22,2,0,8.754341743723483,False,True,0
22,3,0,12.019917313708524,False,True,0
22,4,0,5.8272233669416496,False,True,0
23,0,0,14.362804329994226,False,True,0
23,1,0,13.534642177278888,False,True,0
23,2,0,1.2502647130798383,False,True,0
23,3,0,4.681543364995555,False,True,0
23,4,0,11.560818796461021,False,True,0
24,0,0,6.737438583266506,False,True,0
24,1,0,12.017461028697234,False,True,0
24,2,0,17.253376451191038,False,True,0
24,3,0,0.6797215967133585,False,True,0
24,4,0,9.245839273716602,False,True,0
25,0,0,2.544405462986168,False,True,0
25,1,0,7.5987446789020785,False,True,0
25,2,0,1.9703223304441853,False,True,0
25,3,0,4.288613124682601,False,True,0
25,4,0,14.101914646407575,False,True,0
26,0,0,16.62655712906134,False,True,0
26,1,0,14.286327005962125,False,True,0
26,2,0,14.3500336497492,False,True,0
26,3,0,6.154442859172318,False,True,0
26,4,0,5.0626646140466125,False,True,0
27,0,0,8.930361247979967,False,True,0
27,1,0,0.280602857015646,False,True,0
27,2,0,17.23885856868108,False,True,0
27,3,0,19.28580484418838,False,True,0
27,4,0,5.9111885142834675,False,True,0
28,0,0,8.93715495181468,False,True,0
28,1,0,17.329051502001327,False,True,0
28,2,0,12.675809421969774,False,True,0
28,3,0,10.916584741499733,False,True,0
28,4,0,12.848271812320258,False,True,0
29,0,0,19.126760107647087,False,True,0
29,1,0,0.4903446198725714,False,True,0
29,2,0,11.902850077317373,False,True,0
29,3,0,13.736596178851288,False,True,0
29,4,0,4.873283405437356,False,True,0
30,0,0,10.0826271239987,False,True,0
30,1,0,10.796131726842493,False,True,0
30,2,0,17.06411239256864,False,True,0
30,3,0,5.959632363817806,False,True,0
30,4,0,17.427688260051205,False,True,0
31,0,0,8.194834457780772,False,True,0
31,1,0,2.445668673997017,False,True,0
31,2,0,0.673758206070949,False,True,0
31,3,0,0.5624849086725048,False,True,0
31,4,0,11.916314238779663,False,True,0
32,0,0,9.118415710069915,False,True,0
32,1,0,6.899084577438286,False,True,0
32,2,0,16.196697140618532,False,True,0
32,3,0,6.298071922454436,False,True,0
32,4,0,12.432622529800316,False,True,0
33,0,0,7.576541869244591,False,True,0
33,1,0,15.387639386553529,False,True,0
33,2,0,7.658929261091765,False,True,0
33,3,0,18.090843614423925,False,True,0
33,4,0,17.314897954005893,False,True,0
